time_s,phase,leg,x_setpoint_mm,y_setpoint_mm,z_setpoint_mm,x_actual_mm,y_actual_mm,z_actual_mm,theta1_setpoint_deg,theta1_actual_deg,theta2_setpoint_deg,theta2_actual_deg
2.4625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-178.896,176.997,-219.397,38.598,38.585,-57.142,-57.327
2.4833,IDLE_MARCH,FR,179.375,-177.0,-192.449,179.453,-177.001,-218.39,43.493,40.128,-65.31,-59.768
2.4833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.094,176.999,-216.911,39.362,39.657,-58.341,-58.814
2.4833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.661,-177.004,-216.792,39.372,39.671,-58.357,-58.834
2.4833,IDLE_MARCH,RL,-179.375,177.0,-192.449,-179.146,176.997,-218.045,43.582,40.223,-65.449,-59.949
2.5042,IDLE_MARCH,FR,179.375,-177.0,-220.0,180.212,-176.944,-206.932,43.876,45.661,-65.286,-68.319
2.5042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.653,177.053,-219.105,38.755,38.858,-57.389,-57.596
2.5042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.912,-177.019,-219.127,38.778,38.866,-57.425,-57.656
2.5042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-178.642,176.984,-207.075,43.913,45.717,-65.341,-68.396
2.5208,IDLE_MARCH,FR,179.375,-177.0,-220.0,178.856,-176.995,-211.57,41.549,42.618,-61.737,-63.277
2.5208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.537,177.004,-219.518,38.553,38.587,-57.072,-57.199
2.5208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.935,-176.997,-219.398,38.624,38.625,-57.183,-57.375
2.5208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.9,177.004,-211.648,41.561,42.634,-61.755,-63.301
2.5417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.209,-177.0,-216.812,39.586,39.95,-58.692,-59.27
2.5417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.583,177.0,-219.724,38.446,38.442,-56.902,-56.989
2.5417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.895,-177.001,-219.498,38.564,38.541,-57.089,-57.26
2.5417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.543,176.999,-216.811,39.583,39.946,-58.687,-59.263
2.5625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.306,-176.999,-218.768,38.814,38.956,-57.482,-57.702
2.5625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.401,177.001,-219.847,38.385,38.399,-56.806,-56.844
2.5625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.077,-177.0,-219.599,38.51,38.507,-57.004,-57.13
2.5625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.446,177.0,-218.818,38.807,38.947,-57.471,-57.688
2.5833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.316,-177.006,-219.606,38.502,38.561,-56.991,-57.072
2.5833,IDLE_MARCH,FL,179.375,177.0,-206.224,179.352,176.994,-219.903,40.137,38.374,-59.772,-56.779
2.5833,IDLE_MARCH,RR,-179.375,-177.0,-206.224,-179.161,-177.005,-219.7,40.242,38.458,-59.938,-57.013
2.5833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.39,176.995,-219.434,38.508,38.563,-57.0,-57.087
2.6042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.675,-177.004,-219.784,38.412,38.384,-56.849,-56.931
2.6042,IDLE_MARCH,FL,179.375,177.0,-197.041,179.835,176.995,-214.711,44.478,42.148,-66.719,-62.939
2.6042,IDLE_MARCH,RR,-179.375,-177.0,-197.041,-178.951,-177.005,-214.715,44.535,42.229,-66.807,-63.046
2.6042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.067,176.996,-219.734,38.44,38.417,-56.893,-56.987
2.6208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.723,-177.002,-219.787,38.405,38.366,-56.839,-56.923
2.6208,IDLE_MARCH,FL,179.375,177.0,-192.449,179.935,176.997,-207.2,48.561,46.574,-73.011,-69.909
2.6208,IDLE_MARCH,RR,-179.375,-177.0,-192.449,-178.835,-177.003,-207.186,48.594,46.62,-73.06,-69.975
2.6208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.023,176.998,-219.707,38.45,38.421,-56.909,-57.014
2.6417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.631,-177.001,-219.803,38.399,38.375,-56.829,-56.9
2.6417,IDLE_MARCH,FL,179.375,177.0,-192.449,179.825,176.997,-197.765,51.887,51.19,-77.849,-76.867
2.6417,IDLE_MARCH,RR,-179.375,-177.0,-192.449,-178.933,-177.003,-197.773,51.902,51.214,-77.872,-76.899
2.6417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.115,176.999,-219.702,38.452,38.44,-56.911,-57.006
2.6625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.619,-177.002,-219.821,38.391,38.367,-56.815,-56.881
2.6625,IDLE_MARCH,FL,179.375,177.0,-197.041,179.472,176.996,-193.519,52.335,52.912,-78.316,-79.303
2.6625,IDLE_MARCH,RR,-179.375,-177.0,-197.041,-179.286,-177.004,-193.561,52.343,52.927,-78.328,-79.32
2.6625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.126,176.998,-219.72,38.442,38.431,-56.897,-56.986
2.6833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.636,-177.002,-219.828,38.387,38.359,-56.809,-56.875
2.6833,IDLE_MARCH,FL,179.375,177.0,-206.224,179.151,176.996,-194.966,50.167,51.847,-74.915,-77.597
2.6833,IDLE_MARCH,RR,-179.375,-177.0,-206.224,-179.607,-177.004,-195.01,50.174,51.859,-74.924,-77.611
2.6833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.109,176.999,-219.721,38.439,38.424,-56.892,-56.981
2.7042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.64,-177.001,-219.828,38.387,38.358,-56.81,-56.876
2.7042,IDLE_MARCH,FL,179.375,177.0,-220.0,178.914,176.997,-201.146,45.724,48.384,-68.051,-72.279
2.7042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.844,-177.003,-201.185,45.731,48.395,-68.062,-72.293
2.7042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.104,176.999,-219.719,38.44,38.424,-56.894,-56.984
2.7208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.653,-177.001,-219.824,38.389,38.358,-56.812,-56.881
2.7208,IDLE_MARCH,FL,179.375,177.0,-220.0,178.768,176.998,-209.058,42.335,43.678,-62.943,-64.932
2.7208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.99,-177.002,-209.088,42.343,43.69,-62.955,-64.948
2.7208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.09,176.999,-219.712,38.443,38.426,-56.898,-56.992
2.7417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.59,-177.002,-219.826,38.389,38.369,-56.812,-56.874
2.7417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.173,176.998,-216.095,39.813,40.251,-59.046,-59.729
2.7417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.586,-177.002,-216.141,39.822,40.264,-59.06,-59.747
2.7417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.151,176.998,-219.723,38.439,38.431,-56.892,-56.976
2.7625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.472,-177.012,-219.889,38.377,38.371,-56.794,-56.84
2.7625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.176,176.989,-218.812,38.89,39.051,-57.602,-57.858
2.7625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.521,-177.073,-218.362,38.896,39.062,-57.611,-57.869
2.7625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.328,176.926,-219.772,38.416,38.422,-56.855,-56.917
2.7833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.435,-176.994,-219.869,38.373,38.381,-56.787,-56.822
2.7833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.463,177.006,-219.544,38.542,38.607,-57.053,-57.154
2.7833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.346,-176.993,-219.299,38.548,38.616,-57.063,-57.166
2.7833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.319,177.007,-219.85,38.381,38.392,-56.8,-56.837
2.8042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.781,-176.968,-219.844,38.381,38.359,-56.8,-56.858
2.8042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.405,177.032,-219.76,38.403,38.433,-56.835,-56.874
2.8042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.28,-177.002,-219.775,38.419,38.433,-56.861,-56.92
2.8042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.005,176.998,-219.811,38.396,38.368,-56.824,-56.896
2.8208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.514,-177.0,-219.892,38.367,38.349,-56.781,-56.809
2.8208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.363,177.0,-219.902,38.37,38.37,-56.78,-56.781
2.8208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.23,-177.0,-219.805,38.401,38.398,-56.831,-56.889
2.8208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.049,177.0,-219.769,38.414,38.381,-56.852,-56.938
2.8417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.463,-177.0,-219.929,38.337,38.332,-56.756,-56.76
2.8417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.314,177.0,-219.933,38.36,38.362,-56.746,-56.745
2.8417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.285,-177.0,-219.825,38.392,38.397,-56.817,-56.865
2.8417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.103,177.0,-219.793,38.404,38.378,-56.836,-56.911
2.8625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.472,-177.0,-219.961,38.315,38.311,-56.727,-56.73
2.8625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.323,177.0,-219.944,38.352,38.353,-56.736,-56.735
2.8625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.277,-177.0,-219.846,38.381,38.382,-56.8,-56.844
2.8625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.095,177.0,-219.806,38.398,38.369,-56.826,-56.899
2.8833,IDLE_MARCH,FR,179.375,-177.0,-206.224,179.49,-177.0,-219.989,40.09,38.29,-59.698,-56.704
2.8833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.342,177.0,-219.956,38.341,38.342,-56.725,-56.725
2.8833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.261,-177.0,-219.852,38.377,38.375,-56.794,-56.839
2.8833,IDLE_MARCH,RL,-179.375,177.0,-206.224,-179.079,177.0,-219.803,40.18,38.367,-59.841,-56.903
2.9042,IDLE_MARCH,FR,179.375,-177.0,-197.041,179.818,-176.996,-214.774,44.451,42.118,-66.679,-62.884
2.9042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.499,177.003,-219.921,38.343,38.332,-56.764,-56.774
2.9042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.101,-176.997,-219.822,38.39,38.362,-56.815,-56.883
2.9042,IDLE_MARCH,RL,-179.375,177.0,-197.041,-178.956,177.004,-214.744,44.503,42.189,-66.758,-62.982
2.9208,IDLE_MARCH,FR,179.375,-177.0,-192.449,179.967,-176.996,-207.21,48.553,46.563,-72.999,-69.892
2.9208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.637,177.003,-219.871,38.369,38.333,-56.781,-56.834
2.9208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.963,-176.998,-219.744,38.426,38.381,-56.871,-56.971
2.9208,IDLE_MARCH,RL,-179.375,177.0,-192.449,-178.794,177.004,-207.222,48.574,46.592,-73.03,-69.935
2.9417,IDLE_MARCH,FR,179.375,-177.0,-192.449,179.83,-176.998,-197.768,51.889,51.193,-77.852,-76.871
2.9417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.609,177.001,-219.853,38.375,38.349,-56.79,-56.848
2.9417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.991,-176.999,-219.674,38.46,38.428,-56.925,-57.038
2.9417,IDLE_MARCH,RL,-179.375,177.0,-192.449,-178.921,177.002,-197.781,51.891,51.196,-77.855,-76.875
2.9625,IDLE_MARCH,FR,179.375,-177.0,-197.041,179.465,-176.998,-193.528,52.339,52.919,-78.322,-79.312
2.9625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.555,177.001,-219.867,38.369,38.351,-56.781,-56.83
2.9625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.043,-177.0,-219.665,38.466,38.445,-56.934,-57.043
2.9625,IDLE_MARCH,RL,-179.375,177.0,-197.041,-179.287,177.001,-193.558,52.336,52.914,-78.317,-79.305
2.9833,IDLE_MARCH,FR,179.375,-177.0,-206.224,179.153,-176.998,-194.971,50.172,51.854,-74.921,-77.607
2.9833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.554,177.001,-219.873,38.369,38.348,-56.781,-56.824
2.9833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.04,-177.0,-219.67,38.463,38.441,-56.93,-57.038
2.9833,IDLE_MARCH,RL,-179.375,177.0,-206.224,-179.598,177.001,-195.009,50.168,51.848,-74.915,-77.598
3.0042,IDLE_MARCH,FR,179.375,-177.0,-220.0,178.917,-176.999,-201.152,45.729,48.391,-68.059,-72.289
3.0042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.567,177.001,-219.869,38.369,38.348,-56.781,-56.829
3.0042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.023,-177.0,-219.666,38.465,38.44,-56.932,-57.043
3.0042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.835,177.001,-201.182,45.724,48.385,-68.052,-72.279
3.0208,IDLE_MARCH,FR,179.375,-177.0,-220.0,178.769,-176.999,-209.066,42.341,43.686,-62.952,-64.944
3.0208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.581,177.001,-219.867,38.369,38.346,-56.781,-56.832
3.0208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.006,-177.0,-219.657,38.469,38.442,-56.939,-57.053
3.0208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.983,177.0,-209.084,42.335,43.679,-62.944,-64.933
3.0417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.173,-176.999,-216.104,39.819,40.259,-59.056,-59.742
3.0417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.515,177.001,-219.874,38.369,38.355,-56.781,-56.82
3.0417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.068,-177.0,-219.666,38.465,38.449,-56.933,-57.039
3.0417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.579,177.0,-216.137,39.813,40.252,-59.046,-59.729
3.0625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.332,-176.998,-218.513,38.893,39.057,-57.606,-57.863
3.0625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.491,177.002,-219.88,38.369,38.357,-56.781,-56.812
3.0625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.086,-176.998,-219.693,38.453,38.437,-56.913,-57.012
3.0625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.42,177.002,-218.594,38.887,39.049,-57.597,-57.85
3.0833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.269,-177.008,-219.552,38.531,38.6,-57.037,-57.129
3.0833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.428,176.992,-219.886,38.368,38.367,-56.781,-56.799
3.0833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.206,-177.006,-219.747,38.427,38.428,-56.873,-56.945
3.0833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.403,176.994,-219.305,38.54,38.604,-57.051,-57.151
3.1042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.458,-177.009,-219.865,38.373,38.387,-56.788,-56.819
3.1042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.603,176.991,-219.853,38.377,38.371,-56.793,-56.839
3.1042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.039,-177.001,-219.766,38.415,38.413,-56.853,-56.919
3.1042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.308,176.999,-219.785,38.411,38.426,-56.847,-56.9
3.1208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.474,-177.0,-219.904,38.358,38.348,-56.777,-56.789
3.1208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.507,177.0,-219.902,38.355,38.34,-56.775,-56.79
3.1208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.178,-177.0,-219.796,38.404,38.392,-56.836,-56.901
3.1208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.235,177.0,-219.817,38.395,38.392,-56.823,-56.878
3.1417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.464,-177.0,-219.911,38.352,38.344,-56.772,-56.78
3.1417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.498,177.0,-219.921,38.341,38.33,-56.762,-56.772
3.1417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.185,-177.0,-219.82,38.392,38.379,-56.817,-56.877
3.1417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.243,177.0,-219.836,38.385,38.381,-56.807,-56.857
3.1625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.457,-177.0,-219.918,38.346,38.341,-56.766,-56.771
3.1625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.49,177.0,-219.934,38.333,38.324,-56.75,-56.758
3.1625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.193,-177.0,-219.835,38.385,38.371,-56.806,-56.862
3.1625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.249,177.0,-219.854,38.376,38.371,-56.793,-56.838
3.1833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.467,-177.0,-219.926,38.34,38.334,-56.758,-56.764
3.1833,IDLE_MARCH,FL,179.375,177.0,-206.224,179.5,177.0,-219.945,40.111,38.315,-59.732,-56.748
3.1833,IDLE_MARCH,RR,-179.375,-177.0,-206.224,-179.183,-177.0,-219.84,40.164,38.366,-59.815,-56.858
3.1833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.239,177.0,-219.861,38.373,38.365,-56.787,-56.832
3.2042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.575,-177.002,-219.883,38.367,38.339,-56.782,-56.817
3.2042,IDLE_MARCH,FL,179.375,177.0,-197.041,179.798,176.997,-214.75,44.463,42.133,-66.696,-62.907
3.2042,IDLE_MARCH,RR,-179.375,-177.0,-197.041,-178.967,-177.003,-214.754,44.496,42.178,-66.747,-62.97
3.2042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.13,176.998,-219.829,38.387,38.363,-56.81,-56.873
3.2208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.649,-177.002,-219.846,38.378,38.346,-56.796,-56.859
3.2208,IDLE_MARCH,FL,179.375,177.0,-192.449,179.955,176.997,-207.21,48.555,46.566,-73.002,-69.897
3.2208,IDLE_MARCH,RR,-179.375,-177.0,-192.449,-178.807,-177.003,-207.224,48.575,46.595,-73.032,-69.938
3.2208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.055,176.998,-219.771,38.414,38.383,-56.852,-56.937
3.2417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.648,-177.001,-219.832,38.385,38.354,-56.806,-56.873
3.2417,IDLE_MARCH,FL,179.375,177.0,-192.449,179.84,176.998,-197.768,51.885,51.187,-77.847,-76.864
3.2417,IDLE_MARCH,RR,-179.375,-177.0,-192.449,-178.918,-177.002,-197.774,51.897,51.205,-77.864,-76.887
3.2417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.06,176.999,-219.72,38.439,38.415,-56.892,-56.987
3.2625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.623,-177.001,-219.834,38.384,38.358,-56.805,-56.868
3.2625,IDLE_MARCH,FL,179.375,177.0,-197.041,179.468,176.998,-193.536,52.334,52.912,-78.315,-79.302
3.2625,IDLE_MARCH,RR,-179.375,-177.0,-197.041,-179.291,-177.002,-193.541,52.342,52.924,-78.326,-79.317
3.2625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.086,176.999,-219.706,38.446,38.429,-56.903,-56.998
3.2833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.613,-177.0,-219.84,38.381,38.356,-56.801,-56.862
3.2833,IDLE_MARCH,FL,179.375,177.0,-206.224,179.15,176.999,-194.985,50.167,51.847,-74.915,-77.597
3.2833,IDLE_MARCH,RR,-179.375,-177.0,-206.224,-179.607,-177.001,-194.994,50.174,51.858,-74.924,-77.61
3.2833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.096,177.0,-219.708,38.445,38.429,-56.902,-56.995
3.3042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.62,-177.0,-219.841,38.381,38.354,-56.8,-56.861
3.3042,IDLE_MARCH,FL,179.375,177.0,-220.0,178.918,176.999,-201.163,45.724,48.384,-68.052,-72.279
3.3042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.841,-177.001,-201.169,45.731,48.395,-68.061,-72.292
3.3042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.087,177.0,-219.708,38.445,38.428,-56.902,-56.996
3.3208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.639,-177.0,-219.836,38.383,38.354,-56.803,-56.867
3.3208,IDLE_MARCH,FL,179.375,177.0,-220.0,178.771,177.0,-209.075,42.335,43.678,-62.943,-64.933
3.3208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.988,-177.0,-209.071,42.342,43.69,-62.954,-64.947
3.3208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.067,177.0,-219.7,38.449,38.428,-56.907,-57.005
3.3417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.576,-177.0,-219.837,38.383,38.365,-56.804,-56.861
3.3417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.174,176.999,-216.115,39.813,40.251,-59.046,-59.729
3.3417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.585,-177.0,-216.122,39.821,40.264,-59.059,-59.745
3.3417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.129,177.0,-219.71,38.445,38.435,-56.901,-56.991
3.3625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.551,-177.002,-219.852,38.376,38.361,-56.793,-56.844
3.3625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.332,176.998,-218.525,38.887,39.048,-57.596,-57.85
3.3625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.426,-177.002,-218.581,38.896,39.061,-57.61,-57.867
3.3625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.151,176.998,-219.737,38.432,38.423,-56.881,-56.963
3.3833,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.451,-176.993,-219.868,38.37,38.374,-56.783,-56.819
3.3833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.475,177.007,-219.562,38.523,38.561,-57.024,-57.131
3.3833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.388,-176.993,-219.292,38.548,38.615,-57.063,-57.166
3.3833,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.26,177.007,-219.798,38.404,38.409,-56.836,-56.892
3.4042,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.684,-176.995,-219.827,38.387,38.378,-56.809,-56.862
3.4042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.21,177.005,-219.937,38.36,38.383,-56.74,-56.73
3.4042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.297,-177.0,-219.769,38.422,38.439,-56.865,-56.923
3.4042,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.026,177.0,-219.813,38.391,38.387,-56.815,-56.869
3.4208,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.484,-177.0,-219.883,38.368,38.356,-56.781,-56.806
3.4208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.328,177.0,-219.976,38.332,38.333,-56.705,-56.704
3.4208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.176,-177.0,-219.793,38.408,38.397,-56.842,-56.909
3.4208,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.191,177.0,-219.841,38.382,38.368,-56.802,-56.856
3.4417,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.499,-177.0,-219.917,38.344,38.332,-56.764,-56.775
3.4417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.341,177.0,-219.995,38.316,38.317,-56.686,-56.686
3.4417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.165,-177.0,-219.791,38.407,38.394,-56.842,-56.911
3.4417,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.177,177.0,-219.851,38.377,38.358,-56.793,-56.847
3.4625,IDLE_MARCH,FR,179.375,-177.0,-220.0,179.483,-177.0,-219.941,38.328,38.321,-56.744,-56.75
3.4625,IDLE_MARCH,FL,179.375,177.0,-220.0,179.325,177.0,-220.013,38.308,38.309,-56.666,-56.666
3.4625,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.183,-177.0,-219.795,38.404,38.394,-56.837,-56.902
3.4625,IDLE_MARCH,RL,-179.375,177.0,-220.0,-179.193,177.0,-219.86,38.372,38.356,-56.787,-56.837
3.4833,IDLE_MARCH,FR,179.375,-177.0,-206.224,179.489,-177.0,-219.964,40.102,38.306,-59.718,-56.729
3.4833,IDLE_MARCH,FL,179.375,177.0,-220.0,179.332,177.0,-220.029,38.297,38.298,-56.651,-56.65
3.4833,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.178,-177.0,-219.802,38.401,38.389,-56.831,-56.896
3.4833,IDLE_MARCH,RL,-179.375,177.0,-206.224,-179.186,177.0,-219.863,40.152,38.353,-59.796,-56.835
3.5042,IDLE_MARCH,FR,179.375,-177.0,-197.041,179.804,-176.997,-214.765,44.458,42.127,-66.689,-62.898
3.5042,IDLE_MARCH,FL,179.375,177.0,-220.0,179.445,177.002,-220.005,38.292,38.291,-56.684,-56.685
3.5042,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-179.066,-176.997,-219.778,38.411,38.381,-56.847,-56.929
3.5042,IDLE_MARCH,RL,-179.375,177.0,-197.041,-178.956,177.003,-214.782,44.486,42.165,-66.732,-62.951
3.5208,IDLE_MARCH,FR,179.375,-177.0,-192.449,179.975,-176.996,-207.197,48.556,46.567,-73.003,-69.898
3.5208,IDLE_MARCH,FL,179.375,177.0,-220.0,179.586,177.002,-219.97,38.307,38.283,-56.715,-56.732
3.5208,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.926,-176.997,-219.712,38.441,38.393,-56.895,-57.006
3.5208,IDLE_MARCH,RL,-179.375,177.0,-192.449,-178.779,177.004,-207.254,48.566,46.581,-73.018,-69.918
3.5417,IDLE_MARCH,FR,179.375,-177.0,-192.449,179.838,-176.998,-197.754,51.889,51.193,-77.852,-76.871
3.5417,IDLE_MARCH,FL,179.375,177.0,-220.0,179.62,177.0,-219.921,38.338,38.306,-56.757,-56.783
3.5417,IDLE_MARCH,RR,-179.375,-177.0,-220.0,-178.895,-176.999,-219.633,38.479,38.434,-56.954,-57.086
3.5417,IDLE_MARCH,RL,-179.375,177.0,-192.449,-178.912,177.002,-197.791,51.887,51.191,-77.85,-76.868
