time_s,phase,leg,x_setpoint_mm,y_setpoint_mm,z_setpoint_mm,x_actual_mm,y_actual_mm,z_actual_mm,theta1_setpoint_deg,theta1_actual_deg,theta2_setpoint_deg,theta2_actual_deg
5.6208,WALKING,RR,-184.5,-177.0,-206.224,-195.427,-177.0,-214.955,44.044,44.677,-63.631,-60.756
5.6208,WALKING,RL,-177.946,177.0,-220.0,-175.145,177.0,-219.846,38.023,37.506,-56.853,-57.189
5.6417,WALKING,FR,177.946,-177.0,-220.0,179.939,-176.988,-220.115,38.503,38.019,-56.405,-56.656
5.6417,WALKING,FL,184.5,177.0,-206.224,175.031,177.011,-210.079,43.973,45.278,-67.89,-66.153
5.6417,WALKING,RR,-174.25,-177.0,-206.224,-183.717,-176.998,-210.149,43.972,45.277,-67.888,-66.15
5.6417,WALKING,RL,-180.804,177.0,-220.0,-178.524,177.002,-219.822,38.649,38.177,-56.647,-56.969
5.6625,WALKING,FR,175.089,-177.0,-220.0,177.304,-176.994,-220.047,39.101,38.632,-56.191,-56.47
5.6625,WALKING,FL,194.331,177.0,-208.52,185.019,177.005,-207.054,42.362,44.343,-69.463,-69.02
5.6625,WALKING,RR,-164.419,-177.0,-208.52,-173.733,-177.001,-207.167,42.361,44.342,-69.461,-69.017
5.6625,WALKING,RL,-183.661,177.0,-220.0,-181.312,177.0,-219.807,39.236,38.771,-56.385,-56.724
5.6833,WALKING,FR,172.232,-177.0,-220.0,174.425,-176.997,-220.048,39.66,39.213,-55.906,-56.179
5.6833,WALKING,FL,202.903,177.0,-213.112,194.539,177.0,-206.807,39.431,41.77,-68.282,-69.101
5.6833,WALKING,RR,-155.847,-177.0,-213.112,-164.213,-177.004,-206.971,39.429,41.768,-68.28,-69.098
5.6833,WALKING,RL,-186.518,177.0,-220.0,-184.144,176.998,-219.797,39.796,39.332,-56.094,-56.443
5.7042,WALKING,FR,169.375,-177.0,-220.0,171.805,-177.004,-220.016,40.205,39.759,-55.596,-55.878
5.7042,WALKING,FL,209.375,177.0,-220.0,202.544,176.992,-209.284,35.639,38.05,-64.649,-66.612
5.7042,WALKING,RR,-149.375,-177.0,-220.0,-156.217,-177.0,-209.514,35.637,38.048,-64.647,-66.609
5.7042,WALKING,RL,-189.375,177.0,-220.0,-186.902,177.004,-219.808,40.329,39.861,-55.763,-56.126
5.7208,WALKING,FR,166.518,-177.0,-220.0,169.033,-177.003,-219.986,40.732,40.273,-55.25,-55.553
5.7208,WALKING,FL,209.375,177.0,-220.0,207.435,176.996,-213.115,33.516,34.265,-61.407,-62.738
5.7208,WALKING,RR,-149.375,-177.0,-220.0,-151.317,-177.005,-213.27,33.513,34.261,-61.402,-62.73
5.7208,WALKING,RL,-192.232,177.0,-220.0,-189.401,176.996,-219.734,40.872,40.382,-55.448,-55.855
5.7417,WALKING,FR,163.661,-177.0,-220.0,165.582,-176.993,-219.967,41.231,40.815,-54.842,-55.142
5.7417,WALKING,FL,206.518,177.0,-220.0,208.514,177.008,-217.239,32.491,32.207,-58.668,-59.368
5.7417,WALKING,RR,-152.232,-177.0,-220.0,-150.221,-177.003,-217.531,32.485,32.198,-58.659,-59.356
5.7417,WALKING,RL,-195.089,177.0,-220.0,-192.822,176.996,-219.679,41.375,40.966,-55.072,-55.45
5.7625,WALKING,FR,160.804,-177.0,-220.0,163.005,-176.991,-219.886,41.727,41.28,-54.459,-54.813
5.7625,WALKING,FL,203.661,177.0,-220.0,205.536,177.013,-219.468,32.554,32.111,-57.605,-57.939
5.7625,WALKING,RR,-155.089,-177.0,-220.0,-153.264,-177.017,-219.254,32.544,32.118,-57.589,-57.906
5.7625,WALKING,RL,-197.946,177.0,-220.0,-195.655,176.98,-219.64,41.853,41.425,-54.658,-55.07
5.7833,WALKING,FR,157.946,-177.0,-220.0,160.186,-176.996,-219.732,42.176,41.763,-54.002,-54.355
5.7833,WALKING,FL,200.804,177.0,-220.0,203.211,177.004,-219.993,33.08,32.563,-57.264,-57.494
5.7833,WALKING,RR,-157.946,-177.0,-220.0,-155.541,-176.994,-219.996,33.08,32.553,-57.264,-57.501
5.7833,WALKING,RL,-200.804,177.0,-220.0,-198.592,177.006,-219.82,42.265,41.888,-54.145,-54.525
5.8042,WALKING,FR,155.089,-177.0,-220.0,157.194,-177.0,-219.904,42.538,42.118,-53.411,-53.757
5.8042,WALKING,FL,197.946,177.0,-220.0,200.354,177.0,-220.116,33.782,33.248,-57.197,-57.41
5.8042,WALKING,RR,-160.804,-177.0,-220.0,-157.903,-177.0,-219.959,33.837,33.25,-57.285,-57.565
5.8042,WALKING,RL,-203.661,177.0,-220.0,-201.473,177.0,-219.729,42.629,42.232,-53.556,-53.937
5.8208,WALKING,FR,152.232,-177.0,-220.0,154.652,-177.009,-219.817,42.967,42.545,-52.93,-53.318
5.8208,WALKING,FL,195.089,177.0,-220.0,197.503,176.99,-220.285,34.439,33.892,-57.06,-57.239
5.8208,WALKING,RR,-163.661,-177.0,-220.0,-160.54,-177.001,-219.907,34.591,33.967,-57.3,-57.621
5.8208,WALKING,RL,-206.518,177.0,-220.0,-204.028,177.001,-219.711,43.023,42.592,-53.019,-53.442
5.8417,WALKING,FR,149.375,-177.0,-220.0,151.433,-177.002,-219.525,43.344,42.966,-52.371,-52.757
5.8417,WALKING,FL,192.232,177.0,-220.0,194.284,176.996,-220.339,35.141,34.612,-56.99,-57.156
5.8417,WALKING,RR,-166.518,-177.0,-220.0,-164.208,-176.994,-219.937,35.335,34.843,-57.297,-57.558
5.8417,WALKING,RL,-209.375,177.0,-220.0,-207.338,177.008,-219.869,43.35,42.979,-52.38,-52.766
5.8625,WALKING,FR,149.375,-177.0,-220.0,148.717,-176.996,-219.487,43.212,43.315,-52.156,-52.172
5.8625,WALKING,FL,189.375,177.0,-220.0,191.767,177.003,-220.254,35.874,35.333,-56.969,-57.174
5.8625,WALKING,RR,-169.375,-177.0,-220.0,-166.819,-176.993,-219.951,36.016,35.485,-57.193,-57.477
5.8625,WALKING,RL,-209.375,177.0,-220.0,-210.033,177.007,-219.838,43.209,43.312,-52.152,-52.167
5.8833,WALKING,FR,155.847,-177.0,-213.112,149.025,-177.004,-219.878,43.001,43.129,-54.217,-52.06
5.8833,WALKING,FL,186.518,177.0,-220.0,188.693,176.996,-220.238,36.557,36.033,-56.869,-57.078
5.8833,WALKING,RR,-172.232,-177.0,-220.0,-169.709,-177.003,-219.939,36.697,36.174,-57.089,-57.382
5.8833,WALKING,RL,-202.903,177.0,-213.112,-209.803,176.997,-219.803,42.997,43.131,-54.21,-52.046
5.9042,WALKING,FR,164.419,-177.0,-208.52,155.549,-177.006,-218.175,43.703,43.867,-58.872,-55.956
5.9042,WALKING,FL,183.661,177.0,-220.0,186.036,176.995,-220.184,37.237,36.746,-56.763,-56.978
5.9042,WALKING,RR,-175.089,-177.0,-220.0,-172.567,-177.012,-219.921,37.351,36.848,-56.97,-57.277
5.9042,WALKING,RL,-194.331,177.0,-208.52,-203.202,176.988,-218.09,43.696,43.858,-58.862,-55.944
5.9208,WALKING,FR,174.25,-177.0,-206.224,163.33,-177.013,-215.027,44.047,44.679,-63.635,-60.762
5.9208,WALKING,FL,180.804,177.0,-220.0,183.17,176.989,-220.189,37.866,37.342,-56.578,-56.824
5.9208,WALKING,RR,-177.946,-177.0,-220.0,-174.985,-177.007,-219.821,38.022,37.478,-56.855,-57.208
5.9208,WALKING,RL,-184.5,177.0,-206.224,-195.419,176.991,-214.81,44.037,44.667,-63.62,-60.743
5.9417,WALKING,FR,184.5,-177.0,-206.224,175.007,-177.021,-210.229,43.973,45.279,-67.889,-66.152
5.9417,WALKING,FL,177.946,177.0,-220.0,179.987,176.983,-220.124,38.502,38.011,-56.403,-56.657
5.9417,WALKING,RR,-180.804,-177.0,-220.0,-178.529,-177.009,-219.792,38.66,38.187,-56.653,-56.99
5.9417,WALKING,RL,-174.25,177.0,-206.224,-183.734,176.987,-210.011,43.965,45.268,-67.877,-66.136
5.9625,WALKING,FR,194.331,-177.0,-208.52,185.047,-177.016,-207.201,42.361,44.341,-69.461,-69.017
5.9625,WALKING,FL,175.089,177.0,-220.0,177.181,176.988,-220.095,39.096,38.632,-56.165,-56.42
5.9625,WALKING,RR,-183.661,-177.0,-220.0,-181.391,-177.006,-219.829,39.231,38.778,-56.379,-56.707
5.9625,WALKING,RL,-164.419,177.0,-208.52,-173.699,176.99,-207.067,42.356,44.335,-69.453,-69.006
5.9833,WALKING,FR,202.903,-177.0,-213.112,194.567,-177.012,-206.957,39.429,41.767,-68.279,-69.097
5.9833,WALKING,FL,172.232,177.0,-220.0,174.434,176.99,-220.075,39.646,39.193,-55.881,-56.153
5.9833,WALKING,RR,-186.518,-177.0,-220.0,-184.088,-177.005,-219.804,39.795,39.326,-56.093,-56.446
5.9833,WALKING,RL,-155.847,177.0,-213.112,-164.181,176.993,-206.857,39.425,41.762,-68.273,-69.089
6.0042,WALKING,FR,209.375,-177.0,-220.0,202.552,-177.006,-209.448,35.637,38.048,-64.647,-66.609
6.0042,WALKING,FL,169.375,177.0,-220.0,171.631,176.996,-220.038,40.191,39.771,-55.576,-55.839
6.0042,WALKING,RR,-189.375,-177.0,-220.0,-186.902,-177.004,-219.775,40.34,39.874,-55.779,-56.146
6.0042,WALKING,RL,-149.375,177.0,-220.0,-156.2,176.994,-209.375,35.632,38.042,-64.639,-66.598
6.0208,WALKING,FR,209.375,-177.0,-220.0,207.452,-177.007,-213.282,33.514,34.262,-61.403,-62.733
6.0208,WALKING,FL,166.518,177.0,-220.0,169.038,176.995,-219.982,40.728,40.268,-55.242,-55.544
6.0208,WALKING,RR,-192.232,-177.0,-220.0,-189.374,-177.005,-219.719,40.876,40.384,-55.454,-55.865
6.0208,WALKING,RL,-149.375,177.0,-220.0,-151.298,176.994,-213.132,33.508,34.254,-61.394,-62.719
6.0417,WALKING,FR,206.518,-177.0,-220.0,208.71,-177.215,-216.746,32.491,32.205,-58.668,-59.368
6.0417,WALKING,FL,163.661,177.0,-220.0,166.161,176.807,-219.948,41.239,40.794,-54.856,-55.18
6.0417,WALKING,RR,-195.089,-177.0,-220.0,-192.855,-176.969,-219.732,41.341,40.939,-55.018,-55.372
6.0417,WALKING,RL,-152.232,177.0,-220.0,-149.468,177.008,-217.723,32.541,32.212,-58.746,-59.507
6.0625,WALKING,FR,203.661,-177.0,-220.0,205.786,-176.969,-218.74,32.548,32.122,-57.594,-57.913
6.0625,WALKING,FL,160.804,177.0,-220.0,163.059,177.029,-219.896,41.709,41.31,-54.429,-54.742
6.0625,WALKING,RR,-197.946,-177.0,-220.0,-195.489,-176.972,-219.756,41.793,41.361,-54.563,-54.943
6.0625,WALKING,RL,-155.089,177.0,-220.0,-152.882,177.029,-219.672,32.61,32.196,-57.692,-58.042
6.0833,WALKING,FR,200.804,-177.0,-220.0,202.853,-176.917,-220.025,33.069,32.549,-57.246,-57.471
6.0833,WALKING,FL,157.946,177.0,-220.0,159.97,177.097,-219.628,42.152,41.73,-53.965,-54.31
6.0833,WALKING,RR,-200.804,-177.0,-220.0,-198.836,-176.786,-219.745,42.225,41.825,-54.08,-54.452
6.0833,WALKING,RL,-157.946,177.0,-220.0,-155.917,177.2,-219.719,33.081,32.581,-57.266,-57.486
6.1042,WALKING,FR,197.946,-177.0,-220.0,200.295,-176.999,-220.104,33.791,33.261,-57.213,-57.429
6.1042,WALKING,FL,155.089,177.0,-220.0,157.031,177.001,-219.994,42.488,42.07,-53.331,-53.65
6.1042,WALKING,RR,-203.661,-177.0,-220.0,-201.741,-177.0,-219.922,42.534,42.13,-53.405,-53.739
6.1042,WALKING,RL,-160.804,177.0,-220.0,-158.376,177.0,-220.076,33.798,33.252,-57.224,-57.454
6.1208,WALKING,FR,195.089,-177.0,-220.0,197.512,-176.995,-220.27,34.449,33.894,-57.075,-57.265
6.1208,WALKING,FL,152.232,177.0,-220.0,154.653,177.004,-219.874,42.934,42.502,-52.878,-53.254
6.1208,WALKING,RR,-206.518,-177.0,-220.0,-204.112,-177.002,-219.878,42.952,42.528,-52.907,-53.288
6.1208,WALKING,RL,-163.661,177.0,-220.0,-160.698,176.999,-220.054,34.53,33.921,-57.204,-57.477
6.1417,WALKING,FR,192.232,-177.0,-220.0,194.191,-176.988,-220.34,35.145,34.629,-56.996,-57.157
6.1417,WALKING,FL,149.375,177.0,-220.0,151.391,177.01,-219.632,43.328,42.946,-52.344,-52.725
6.1417,WALKING,RR,-209.375,-177.0,-220.0,-207.179,-177.003,-219.791,43.357,42.962,-52.39,-52.794
6.1417,WALKING,RL,-166.518,177.0,-220.0,-164.033,176.999,-220.005,35.292,34.757,-57.228,-57.489
6.1625,WALKING,FR,189.375,-177.0,-220.0,191.729,-176.998,-220.283,35.862,35.324,-56.95,-57.145
6.1625,WALKING,FL,149.375,177.0,-220.0,148.732,177.002,-219.557,43.203,43.304,-52.142,-52.155
6.1625,WALKING,RR,-209.375,-177.0,-220.0,-210.047,-177.003,-219.754,43.218,43.328,-52.166,-52.182
6.1625,WALKING,RL,-169.375,177.0,-220.0,-166.82,176.998,-220.01,35.993,35.457,-57.157,-57.43
6.1833,WALKING,FR,186.518,-177.0,-220.0,188.711,-176.995,-220.249,36.555,36.04,-56.865,-57.067
6.1833,WALKING,FL,155.847,177.0,-213.112,148.955,177.004,-219.75,42.999,43.133,-54.213,-52.051
6.1833,WALKING,RR,-202.903,-177.0,-213.112,-209.751,-177.006,-219.967,43.0,43.125,-54.215,-52.058
6.1833,WALKING,RL,-172.232,177.0,-220.0,-169.495,176.995,-219.892,36.705,36.187,-57.123,-57.435
6.2042,WALKING,FR,183.661,-177.0,-220.0,185.898,-176.993,-220.172,37.239,36.719,-56.767,-57.002
6.2042,WALKING,FL,164.419,177.0,-208.52,155.537,177.006,-218.053,43.702,43.865,-58.87,-55.954
6.2042,WALKING,RR,-194.331,-177.0,-208.52,-203.219,-177.002,-218.204,43.699,43.863,-58.866,-55.948
6.2042,WALKING,RL,-175.089,177.0,-220.0,-172.602,176.999,-219.836,37.388,36.9,-57.033,-57.344
6.2208,WALKING,FR,180.804,-177.0,-220.0,183.4,-177.067,-219.898,37.887,37.334,-56.612,-56.889
6.2208,WALKING,FL,174.25,177.0,-206.224,163.373,176.939,-214.807,44.045,44.677,-63.632,-60.758
6.2208,WALKING,RR,-184.5,-177.0,-206.224,-195.465,-176.988,-214.813,44.045,44.68,-63.633,-60.757
6.2208,WALKING,RL,-177.946,177.0,-220.0,-175.101,177.006,-219.848,38.016,37.486,-56.844,-57.187
6.2417,WALKING,FR,177.946,-177.0,-220.0,180.121,-176.987,-220.062,38.532,38.036,-56.452,-56.727
6.2417,WALKING,FL,184.5,177.0,-206.224,174.921,177.014,-210.171,43.967,45.27,-67.88,-66.14
6.2417,WALKING,RR,-174.25,-177.0,-206.224,-183.83,-176.993,-210.103,43.975,45.281,-67.893,-66.157
6.2417,WALKING,RL,-180.804,177.0,-220.0,-178.561,177.006,-219.79,38.666,38.207,-56.662,-56.993
6.2625,WALKING,FR,175.089,-177.0,-220.0,177.241,-176.99,-220.056,39.101,38.629,-56.192,-56.473
6.2625,WALKING,FL,194.331,177.0,-208.52,184.974,177.01,-207.091,42.359,44.339,-69.458,-69.012
6.2625,WALKING,RR,-164.419,-177.0,-208.52,-173.772,-176.998,-207.147,42.362,44.344,-69.463,-69.02
6.2625,WALKING,RL,-183.661,177.0,-220.0,-181.378,177.003,-219.799,39.238,38.769,-56.39,-56.732
6.2833,WALKING,FR,172.232,-177.0,-220.0,174.384,-176.995,-220.055,39.657,39.212,-55.901,-56.172
6.2833,WALKING,FL,202.903,177.0,-213.112,194.516,177.003,-206.825,39.43,41.768,-68.28,-69.099
6.2833,WALKING,RR,-155.847,-177.0,-213.112,-164.234,-177.002,-206.959,39.429,41.768,-68.28,-69.098
6.2833,WALKING,RL,-186.518,177.0,-220.0,-184.179,177.0,-219.795,39.797,39.338,-56.096,-56.442
6.3042,WALKING,FR,169.375,-177.0,-220.0,171.712,-177.005,-220.019,40.196,39.768,-55.585,-55.854
6.3042,WALKING,FL,209.375,177.0,-220.0,202.572,176.991,-209.268,35.639,38.05,-64.649,-66.612
6.3042,WALKING,RR,-149.375,-177.0,-220.0,-156.183,-177.006,-209.52,35.637,38.049,-64.647,-66.608
6.3042,WALKING,RL,-189.375,177.0,-220.0,-186.935,176.997,-219.825,40.32,39.855,-55.748,-56.104
6.3208,WALKING,FR,166.518,-177.0,-220.0,169.065,-177.003,-219.981,40.73,40.264,-55.246,-55.552
6.3208,WALKING,FL,209.375,177.0,-220.0,207.454,176.996,-213.101,33.516,34.264,-61.406,-62.737
6.3208,WALKING,RR,-149.375,-177.0,-220.0,-151.301,-177.005,-213.265,33.513,34.262,-61.402,-62.73
6.3208,WALKING,RL,-192.232,177.0,-220.0,-189.357,176.996,-219.75,40.865,40.365,-55.436,-55.844
6.3417,WALKING,FR,163.661,-177.0,-220.0,165.602,-176.991,-219.949,41.235,40.818,-54.849,-55.152
6.3417,WALKING,FL,206.518,177.0,-220.0,208.515,177.01,-217.239,32.491,32.206,-58.668,-59.367
6.3417,WALKING,RR,-152.232,-177.0,-220.0,-150.222,-177.002,-217.52,32.485,32.198,-58.659,-59.356
6.3417,WALKING,RL,-195.089,177.0,-220.0,-192.782,176.997,-219.682,41.375,40.959,-55.071,-55.452
6.3625,WALKING,FR,160.804,-177.0,-220.0,162.852,-177.033,-219.9,41.723,41.298,-54.452,-54.79
6.3625,WALKING,FL,203.661,177.0,-220.0,205.442,176.97,-219.482,32.551,32.115,-57.599,-57.926
6.3625,WALKING,RR,-155.089,-177.0,-220.0,-153.287,-177.052,-219.283,32.544,32.118,-57.588,-57.905
6.3625,WALKING,RL,-197.946,177.0,-220.0,-195.604,176.945,-219.629,41.858,41.426,-54.666,-55.083
6.3833,WALKING,FR,157.946,-177.0,-220.0,159.953,-176.992,-219.881,42.152,41.76,-53.964,-54.29
6.3833,WALKING,FL,200.804,177.0,-220.0,203.072,177.008,-220.033,33.054,32.516,-57.223,-57.452
6.3833,WALKING,RR,-157.946,-177.0,-220.0,-155.685,-176.993,-220.028,33.063,32.531,-57.238,-57.468
6.3833,WALKING,RL,-200.804,177.0,-220.0,-198.528,177.007,-219.665,42.279,41.877,-54.166,-54.569
6.4042,WALKING,FR,155.089,-177.0,-220.0,157.244,-177.005,-219.821,42.575,42.163,-53.47,-53.831
6.4042,WALKING,FL,197.946,177.0,-220.0,200.322,176.994,-220.193,33.74,33.191,-57.132,-57.329
6.4042,WALKING,RR,-160.804,-177.0,-220.0,-158.205,-177.001,-220.079,33.792,33.23,-57.213,-57.449
6.4042,WALKING,RL,-203.661,177.0,-220.0,-201.526,177.0,-219.696,42.638,42.248,-53.571,-53.952
6.4208,WALKING,FR,152.232,-177.0,-220.0,154.64,-177.003,-219.742,42.991,42.578,-52.969,-53.364
6.4208,WALKING,FL,195.089,177.0,-220.0,197.584,176.997,-220.309,34.425,33.869,-57.037,-57.212
6.4208,WALKING,RR,-163.661,-177.0,-220.0,-160.633,-177.0,-220.02,34.542,33.923,-57.222,-57.508
6.4208,WALKING,RL,-206.518,177.0,-220.0,-204.022,177.001,-219.707,43.029,42.597,-53.029,-53.456
6.4417,WALKING,FR,149.375,-177.0,-220.0,151.455,-177.0,-219.479,43.357,42.981,-52.39,-52.782
6.4417,WALKING,FL,192.232,177.0,-220.0,194.272,176.999,-220.358,35.131,34.602,-56.975,-57.135
6.4417,WALKING,RR,-166.518,-177.0,-220.0,-164.166,-176.992,-219.995,35.306,34.802,-57.251,-57.502
6.4417,WALKING,RL,-209.375,177.0,-220.0,-207.308,177.009,-219.873,43.357,42.986,-52.391,-52.78
6.4625,WALKING,FR,149.375,-177.0,-220.0,148.719,-176.995,-219.463,43.217,43.322,-52.165,-52.183
6.4625,WALKING,FL,189.375,177.0,-220.0,191.76,177.004,-220.268,35.867,35.325,-56.958,-57.16
6.4625,WALKING,RR,-169.375,-177.0,-220.0,-166.782,-176.992,-219.968,36.006,35.467,-57.178,-57.461
6.4625,WALKING,RL,-209.375,177.0,-220.0,-210.034,177.009,-219.841,43.212,43.316,-52.157,-52.173
6.4833,WALKING,FR,155.847,-177.0,-213.112,149.0,-177.002,-219.867,43.005,43.137,-54.223,-52.065
6.4833,WALKING,FL,186.518,177.0,-220.0,188.674,176.998,-220.247,36.553,36.031,-56.862,-57.068
6.4833,WALKING,RR,-172.232,-177.0,-220.0,-169.742,-177.001,-219.938,36.695,36.169,-57.086,-57.379
6.4833,WALKING,RL,-202.903,177.0,-213.112,-209.808,176.999,-219.786,42.999,43.134,-54.213,-52.05
6.5042,WALKING,FR,164.419,-177.0,-208.52,155.551,-177.006,-218.176,43.705,43.869,-58.875,-55.96
6.5042,WALKING,FL,183.661,177.0,-220.0,186.028,176.995,-220.192,37.233,36.743,-56.757,-56.97
6.5042,WALKING,RR,-175.089,-177.0,-220.0,-172.536,-177.01,-219.914,37.354,36.851,-56.976,-57.285
6.5042,WALKING,RL,-194.331,177.0,-208.52,-203.202,176.989,-218.086,43.697,43.859,-58.863,-55.945
6.5208,WALKING,FR,174.25,-177.0,-206.224,163.333,-177.012,-215.027,44.048,44.68,-63.637,-60.764
6.5208,WALKING,FL,180.804,177.0,-220.0,183.169,176.989,-220.194,37.864,37.34,-56.575,-56.82
6.5208,WALKING,RR,-177.946,-177.0,-220.0,-175.001,-177.007,-219.82,38.023,37.482,-56.856,-57.208
6.5208,WALKING,RL,-184.5,177.0,-206.224,-195.418,176.991,-214.807,44.038,44.667,-63.621,-60.744
6.5417,WALKING,FR,184.5,-177.0,-206.224,175.008,-177.019,-210.232,43.973,45.279,-67.89,-66.153
6.5417,WALKING,FL,177.946,177.0,-220.0,179.988,176.985,-220.126,38.5,38.01,-56.401,-56.654
6.5417,WALKING,RR,-180.804,-177.0,-220.0,-178.529,-177.008,-219.792,38.66,38.187,-56.653,-56.99
6.5417,WALKING,RL,-174.25,177.0,-206.224,-183.734,176.988,-210.007,43.965,45.268,-67.878,-66.136
6.5625,WALKING,FR,194.331,-177.0,-208.52,185.047,-177.015,-207.205,42.361,44.341,-69.461,-69.017
6.5625,WALKING,FL,175.089,177.0,-220.0,177.177,176.989,-220.096,39.095,38.632,-56.164,-56.418
6.5625,WALKING,RR,-183.661,-177.0,-220.0,-181.391,-177.006,-219.828,39.232,38.778,-56.379,-56.708
6.5625,WALKING,RL,-164.419,177.0,-208.52,-173.7,176.991,-207.063,42.356,44.335,-69.453,-69.006
6.5833,WALKING,FR,202.903,-177.0,-213.112,194.567,-177.012,-206.961,39.429,41.767,-68.279,-69.097
6.5833,WALKING,FL,172.232,177.0,-220.0,174.43,176.991,-220.076,39.645,39.192,-55.88,-56.152
6.5833,WALKING,RR,-186.518,-177.0,-220.0,-184.089,-177.004,-219.804,39.796,39.327,-56.094,-56.447
6.5833,WALKING,RL,-155.847,177.0,-213.112,-164.181,176.993,-206.853,39.425,41.762,-68.273,-69.088
6.6042,WALKING,FR,209.375,-177.0,-220.0,202.55,-177.006,-209.454,35.637,38.048,-64.646,-66.608
6.6042,WALKING,FL,169.375,177.0,-220.0,171.63,176.996,-220.039,40.185,39.77,-55.567,-55.825
6.6042,WALKING,RR,-189.375,-177.0,-220.0,-186.906,-177.004,-219.774,40.34,39.875,-55.779,-56.146
6.6042,WALKING,RL,-149.375,177.0,-220.0,-156.202,176.995,-209.371,35.632,38.042,-64.64,-66.598
6.6208,WALKING,FR,209.375,-177.0,-220.0,207.456,-177.008,-213.286,33.514,34.262,-61.403,-62.732
6.6208,WALKING,FL,166.518,177.0,-220.0,169.01,176.994,-220.003,40.718,40.26,-55.231,-55.528
6.6208,WALKING,RR,-192.232,-177.0,-220.0,-189.369,-177.005,-219.719,40.877,40.384,-55.455,-55.866
6.6208,WALKING,RL,-149.375,177.0,-220.0,-151.295,176.993,-213.132,33.507,34.254,-61.393,-62.719
6.6417,WALKING,FR,206.518,-177.0,-220.0,208.658,-177.302,-216.667,32.491,32.205,-58.668,-59.369
6.6417,WALKING,FL,163.661,177.0,-220.0,166.175,176.726,-219.962,41.233,40.786,-54.846,-55.167
6.6417,WALKING,RR,-195.089,-177.0,-220.0,-192.913,-176.999,-219.625,41.34,40.939,-55.016,-55.37
6.6417,WALKING,RL,-152.232,177.0,-220.0,-149.467,176.972,-217.703,32.54,32.21,-58.746,-59.507
6.6625,WALKING,FR,203.661,-177.0,-220.0,205.721,-176.982,-218.745,32.546,32.121,-57.593,-57.911
6.6625,WALKING,FL,160.804,177.0,-220.0,163.048,177.018,-219.924,41.702,41.271,-54.419,-54.748
6.6625,WALKING,RR,-197.946,-177.0,-220.0,-195.303,-176.97,-219.671,41.838,41.4,-54.635,-55.044
6.6625,WALKING,RL,-155.089,177.0,-220.0,-152.993,177.029,-219.68,32.604,32.199,-57.683,-58.025
6.6833,WALKING,FR,200.804,-177.0,-220.0,202.777,-176.923,-220.042,33.067,32.548,-57.243,-57.466
6.6833,WALKING,FL,157.946,177.0,-220.0,159.934,177.091,-219.611,42.158,41.739,-53.973,-54.32
6.6833,WALKING,RR,-200.804,-177.0,-220.0,-198.955,-176.789,-219.7,42.243,41.854,-54.11,-54.485
6.6833,WALKING,RL,-157.946,177.0,-220.0,-155.962,177.197,-219.715,33.078,32.574,-57.26,-57.481
6.7042,WALKING,FR,197.946,-177.0,-220.0,200.266,-176.998,-220.111,33.793,33.266,-57.215,-57.43
6.7042,WALKING,FL,155.089,177.0,-220.0,157.052,177.002,-219.951,42.511,42.097,-53.368,-53.696
6.7042,WALKING,RR,-203.661,-177.0,-220.0,-201.767,-176.999,-219.919,42.537,42.134,-53.409,-53.743
6.7042,WALKING,RL,-160.804,177.0,-220.0,-158.442,177.001,-220.088,33.793,33.255,-57.216,-57.439
6.7208,WALKING,FR,195.089,-177.0,-220.0,197.553,-176.994,-220.258,34.456,33.899,-57.086,-57.282
6.7208,WALKING,FL,152.232,177.0,-220.0,154.647,177.005,-219.857,42.951,42.524,-52.905,-53.286
6.7208,WALKING,RR,-206.518,-177.0,-220.0,-203.992,-177.001,-219.813,42.982,42.547,-52.954,-53.357
6.7208,WALKING,RL,-163.661,177.0,-220.0,-160.73,177.0,-220.078,34.519,33.913,-57.185,-57.45
6.7417,WALKING,FR,192.232,-177.0,-220.0,194.22,-176.988,-220.338,35.147,34.63,-57.0,-57.162
6.7417,WALKING,FL,149.375,177.0,-220.0,151.415,177.01,-219.599,43.337,42.957,-52.359,-52.742
6.7417,WALKING,RR,-209.375,-177.0,-220.0,-207.182,-177.003,-219.748,43.384,43.003,-52.434,-52.844
6.7417,WALKING,RL,-166.518,177.0,-220.0,-164.07,176.999,-220.013,35.289,34.761,-57.223,-57.478
6.7625,WALKING,FR,189.375,-177.0,-220.0,191.832,-177.001,-220.269,35.868,35.323,-56.96,-57.164
6.7625,WALKING,FL,149.375,177.0,-220.0,148.763,176.999,-219.536,43.207,43.31,-52.149,-52.164
6.7625,WALKING,RR,-209.375,-177.0,-220.0,-210.016,-177.003,-219.744,43.234,43.347,-52.192,-52.214
6.7625,WALKING,RL,-169.375,177.0,-220.0,-166.851,176.997,-220.045,35.978,35.445,-57.134,-57.397
6.7833,WALKING,FR,186.518,-177.0,-220.0,188.791,-176.992,-220.237,36.558,36.028,-56.87,-57.083
6.7833,WALKING,FL,155.847,177.0,-213.112,148.963,177.006,-219.761,43.001,43.136,-54.216,-52.054
6.7833,WALKING,RR,-202.903,-177.0,-213.112,-209.778,-177.005,-219.922,43.012,43.149,-54.233,-52.075
6.7833,WALKING,RL,-172.232,177.0,-220.0,-169.457,176.996,-219.914,36.699,36.167,-57.103,-57.417
6.8042,WALKING,FR,183.661,-177.0,-220.0,185.9,-176.99,-220.162,37.244,36.727,-56.775,-57.011
