time,phase,leg,theta1_setpoint_deg,theta1_actual_deg,theta2_setpoint_deg,theta2_actual_deg
2.2701,WALK,RR,-63.202,-61.039,-103.003,-98.836
2.2701,WALK,RL,-100.526,-104.751,-61.400,-65.351
2.4740,WALK,FR,-59.682,-58.586,-97.934,-112.039
2.4740,WALK,FL,-106.524,-110.206,-66.061,-69.829
2.4740,WALK,RR,-73.476,-69.866,-113.939,-110.281
2.4740,WALK,RL,-120.318,-122.330,-82.066,-68.481
2.6798,WALK,FR,-68.071,-64.528,-108.753,-104.668
2.6798,WALK,FL,-110.519,-98.925,-58.346,-61.032
2.6798,WALK,RR,-69.481,-81.915,-121.654,-119.650
2.6798,WALK,RL,-111.929,-114.749,-71.247,-75.384
2.8849,WALK,FR,-79.474,-75.464,-118.600,-115.011
2.8849,WALK,FL,-116.798,-119.991,-76.997,-81.659
2.8849,WALK,RR,-63.202,-60.855,-103.003,-98.713
2.8849,WALK,RL,-100.526,-104.776,-61.400,-65.427
3.0932,WALK,FR,-59.682,-58.465,-97.934,-111.800
3.0932,WALK,FL,-106.524,-110.147,-66.061,-69.794
3.0932,WALK,RR,-73.476,-69.866,-113.939,-110.469
3.0932,WALK,RL,-120.318,-122.296,-82.066,-68.426
3.3002,WALK,FR,-68.071,-64.604,-108.753,-104.769
3.3002,WALK,FL,-110.519,-98.796,-58.346,-60.953
3.3002,WALK,RR,-69.481,-82.089,-121.654,-119.850
3.3002,WALK,RL,-111.929,-114.461,-71.247,-75.175
3.5120,WALK,FR,-79.474,-75.521,-118.600,-115.088
3.5120,WALK,FL,-116.798,-119.851,-76.997,-81.581
3.5120,WALK,RR,-63.202,-59.917,-103.003,-98.623
3.5120,WALK,RL,-100.526,-104.812,-61.400,-65.457
3.7185,WALK,FR,-59.682,-58.575,-97.934,-111.218
3.7185,WALK,FL,-106.524,-110.060,-66.061,-69.620
3.7185,WALK,RR,-73.476,-69.874,-113.939,-110.543
3.7185,WALK,RL,-120.318,-122.431,-82.066,-68.981
3.9215,WALK,FR,-68.071,-64.549,-108.753,-104.629
3.9215,WALK,FL,-110.519,-98.929,-58.346,-61.001
3.9215,WALK,RR,-69.481,-81.720,-121.654,-119.590
3.9215,WALK,RL,-111.929,-114.812,-71.247,-75.384
4.1353,WALK,FR,-79.474,-75.442,-118.600,-114.989
4.1353,WALK,FL,-116.798,-120.005,-76.997,-81.623
4.1353,WALK,RR,-63.202,-61.080,-103.003,-98.713
4.1353,WALK,RL,-100.526,-104.921,-61.400,-65.386
4.3523,WALK,FR,-59.682,-59.100,-97.934,-112.174
4.3523,WALK,FL,-106.524,-110.312,-66.061,-70.071
4.3523,WALK,RR,-73.476,-69.552,-113.939,-110.317
4.3523,WALK,RL,-120.318,-121.332,-82.066,-66.650
4.5493,WALK,FR,-68.071,-64.558,-108.753,-104.703
4.5493,WALK,FL,-110.519,-98.725,-58.346,-60.974
4.5493,WALK,RR,-69.481,-81.772,-121.654,-119.590
4.5493,WALK,RL,-111.929,-114.801,-71.247,-75.365
4.7531,WALK,FR,-76.760,-74.282,-116.617,-114.291
4.7531,WALK,FL,-115.221,-118.649,-74.999,-79.245
4.7531,WALK,RR,-64.779,-61.659,-105.001,-100.839
4.7531,WALK,RL,-103.240,-105.474,-63.383,-66.433
4.9588,WALK,FR,-65.503,-61.704,-105.872,-115.209
4.9588,WALK,FL,-108.909,-111.216,-68.218,-70.711
4.9588,WALK,RR,-71.091,-69.091,-111.782,-109.439
4.9588,WALK,RL,-114.497,-117.479,-74.128,-64.263
5.1656,WALK,FR,-69.313,-67.260,-110.042,-107.609
5.1656,WALK,FL,-115.191,-109.562,-62.548,-69.269
5.1656,WALK,RR,-64.809,-70.786,-117.452,-110.839
5.1656,WALK,RL,-110.687,-112.571,-69.958,-72.720
5.3700,MARCH,FR,-69.635,-67.801,-110.365,-108.361
5.3700,MARCH,FL,-110.365,-108.855,-69.635,-71.207
5.3700,MARCH,RR,-69.635,-71.188,-110.365,-108.836
5.3700,MARCH,RL,-110.365,-111.390,-69.635,-71.786
5.5803,MARCH,FR,-69.635,-56.449,-110.365,-123.110
5.5803,MARCH,FL,-110.365,-108.862,-69.635,-71.214
5.5803,MARCH,RR,-69.635,-71.174,-110.365,-108.843
5.5803,MARCH,RL,-110.365,-123.039,-69.635,-57.001
5.7852,MARCH,FR,-69.635,-71.138,-110.365,-108.955
5.7852,MARCH,FL,-121.473,-108.849,-58.527,-71.205
5.7852,MARCH,RR,-58.527,-71.176,-121.473,-108.843
5.7852,MARCH,RL,-110.365,-109.192,-69.635,-71.009
5.9913,MARCH,FR,-69.635,-71.155,-110.365,-108.963
5.9913,MARCH,FL,-110.365,-108.832,-69.635,-71.200
5.9913,MARCH,RR,-69.635,-71.190,-110.365,-108.836
5.9913,MARCH,RL,-110.365,-109.209,-69.635,-71.014
6.1982,MARCH,FR,-69.635,-56.595,-110.365,-123.261
6.1982,MARCH,FL,-110.365,-108.849,-69.635,-71.205
6.1982,MARCH,RR,-69.635,-71.174,-110.365,-108.847
6.1982,MARCH,RL,-110.365,-123.580,-69.635,-56.529
6.4045,MARCH,FR,-69.635,-71.146,-110.365,-108.971
6.4045,MARCH,FL,-121.473,-108.844,-58.527,-71.194
6.4045,MARCH,RR,-58.527,-71.185,-121.473,-108.850
6.4045,MARCH,RL,-110.365,-109.185,-69.635,-71.025
6.6105,MARCH,FR,-69.635,-71.165,-110.365,-108.955
6.6105,MARCH,FL,-110.365,-108.846,-69.635,-71.203
6.6105,MARCH,RR,-69.635,-71.179,-110.365,-108.847
6.6105,MARCH,RL,-110.365,-109.209,-69.635,-71.014
6.8229,MARCH,FR,-69.635,-56.559,-110.365,-123.188
6.8229,MARCH,FL,-110.365,-108.865,-69.635,-71.219
6.8229,MARCH,RR,-69.635,-71.171,-110.365,-108.840
6.8229,MARCH,RL,-110.365,-123.261,-69.635,-56.818
7.0213,MARCH,FR,-69.635,-71.155,-110.365,-108.965
7.0213,MARCH,FL,-121.473,-108.851,-58.527,-71.211
7.0213,MARCH,RR,-58.527,-71.174,-121.473,-108.836
7.0213,MARCH,RL,-110.365,-109.201,-69.635,-71.017
