time,phase,leg,theta1_setpoint_deg,theta1_actual_deg,theta2_setpoint_deg,theta2_actual_deg
2.0884,WALK,RL,-111.929,-112.720,-71.247,-70.918
2.2970,WALK,FR,-79.474,-74.176,-118.600,-116.835
2.2970,WALK,FL,-116.798,-121.071,-76.997,-78.316
2.2970,WALK,RR,-63.202,-59.080,-103.003,-101.410
2.2970,WALK,RL,-100.526,-103.411,-61.400,-64.650
2.5017,WALK,FR,-59.682,-58.336,-97.934,-111.876
2.5017,WALK,FL,-106.524,-112.301,-66.061,-65.605
2.5017,WALK,RR,-73.476,-68.543,-113.939,-114.302
2.5017,WALK,RL,-120.318,-121.879,-82.066,-68.171
2.7091,WALK,FR,-68.071,-64.269,-108.753,-107.513
2.7091,WALK,FL,-110.519,-100.787,-58.346,-56.885
2.7091,WALK,RR,-69.481,-80.243,-121.654,-122.731
2.7091,WALK,RL,-111.929,-116.334,-71.247,-73.332
2.9144,WALK,FR,-79.474,-74.362,-118.600,-116.544
2.9144,WALK,FL,-116.798,-121.129,-76.997,-78.896
2.9144,WALK,RR,-63.202,-59.264,-103.003,-101.080
2.9144,WALK,RL,-100.526,-104.026,-61.400,-64.365
3.1188,WALK,FR,-59.682,-58.492,-97.934,-111.591
3.1188,WALK,FL,-106.524,-112.249,-66.061,-65.169
3.1188,WALK,RR,-73.476,-68.369,-113.939,-114.204
3.1188,WALK,RL,-120.318,-122.214,-82.066,-68.529
3.3224,WALK,FR,-68.071,-64.069,-108.753,-108.097
3.3224,WALK,FL,-110.519,-100.752,-58.346,-56.773
3.3224,WALK,RR,-69.481,-80.119,-121.654,-122.718
3.3224,WALK,RL,-111.929,-115.356,-71.247,-72.511
3.5303,WALK,FR,-79.474,-74.346,-118.600,-115.805
3.5303,WALK,FL,-116.798,-121.198,-76.997,-78.358
3.5303,WALK,RR,-63.202,-58.726,-103.003,-101.460
3.5303,WALK,RL,-100.526,-104.567,-61.400,-63.074
3.7326,WALK,FR,-59.682,-58.205,-97.934,-111.371
3.7326,WALK,FL,-106.524,-112.276,-66.061,-65.580
3.7326,WALK,RR,-73.476,-68.522,-113.939,-114.248
3.7326,WALK,RL,-120.318,-122.266,-82.066,-68.534
3.9411,WALK,FR,-68.071,-64.266,-108.753,-107.090
3.9411,WALK,FL,-110.519,-100.728,-58.346,-56.998
3.9411,WALK,RR,-69.481,-79.951,-121.654,-122.740
3.9411,WALK,RL,-111.929,-116.347,-71.247,-73.528
4.1537,WALK,FR,-79.474,-74.376,-118.600,-116.879
4.1537,WALK,FL,-116.798,-121.211,-76.997,-78.539
4.1537,WALK,RR,-63.202,-58.779,-103.003,-101.890
4.1537,WALK,RL,-100.526,-104.499,-61.400,-63.434
4.3589,WALK,FR,-59.682,-58.627,-97.934,-111.880
4.3589,WALK,FL,-106.524,-112.361,-66.061,-65.627
4.3589,WALK,RR,-73.476,-68.382,-113.939,-114.009
4.3589,WALK,RL,-120.318,-120.073,-82.066,-67.987
4.5625,WALK,FR,-68.071,-63.977,-108.753,-107.604
4.5625,WALK,FL,-110.519,-100.716,-58.346,-56.888
4.5625,WALK,RR,-69.481,-79.979,-121.654,-122.784
4.5625,WALK,RL,-111.929,-116.177,-71.247,-72.599
4.7691,WALK,FR,-76.118,-73.264,-116.119,-115.953
4.7691,WALK,FL,-114.828,-119.810,-74.523,-76.218
4.7691,WALK,RR,-65.172,-60.171,-105.477,-104.209
4.7691,WALK,RL,-103.882,-106.632,-63.881,-63.055
4.9743,WALK,FR,-65.818,-61.646,-106.242,-115.733
4.9743,WALK,FL,-109.026,-113.035,-68.329,-65.797
4.9743,WALK,RR,-70.974,-67.655,-111.671,-113.465
4.9743,WALK,RL,-114.182,-119.520,-73.758,-64.301
5.1794,MARCH,FR,-69.635,-66.593,-110.365,-110.814
5.1794,MARCH,FL,-121.473,-110.535,-58.527,-64.586
5.1794,MARCH,RR,-58.527,-69.619,-121.473,-115.289
5.1794,MARCH,RL,-110.365,-113.629,-69.635,-71.486
5.3915,MARCH,FR,-69.635,-68.123,-110.365,-112.121
5.3915,MARCH,FL,-110.365,-113.114,-69.635,-67.362
5.3915,MARCH,RR,-69.635,-67.531,-110.365,-112.907
5.3915,MARCH,RL,-110.365,-111.608,-69.635,-67.364
5.5955,MARCH,FR,-69.635,-56.485,-110.365,-123.014
5.5955,MARCH,FL,-110.365,-113.517,-69.635,-66.800
5.5955,MARCH,RR,-69.635,-67.219,-110.365,-112.998
5.5955,MARCH,RL,-110.365,-122.656,-69.635,-56.951
5.8033,MARCH,FR,-69.635,-67.623,-110.365,-112.456
5.8033,MARCH,FL,-121.473,-113.159,-58.527,-66.890
5.8033,MARCH,RR,-58.527,-67.249,-121.473,-112.841
5.8033,MARCH,RL,-110.365,-112.338,-69.635,-67.407
6.0292,MARCH,FR,-69.635,-68.040,-110.365,-111.910
6.0292,MARCH,FL,-110.365,-112.906,-69.635,-67.461
6.0292,MARCH,RR,-69.635,-67.627,-110.365,-112.718
6.0292,MARCH,RL,-110.365,-111.714,-69.635,-67.451
6.2360,MARCH,FR,-69.635,-56.469,-110.365,-123.004
6.2360,MARCH,FL,-110.365,-113.521,-69.635,-66.772
6.2360,MARCH,RR,-69.635,-67.194,-110.365,-112.981
6.2360,MARCH,RL,-110.365,-123.351,-69.635,-56.542
6.4514,MARCH,FR,-69.635,-67.559,-110.365,-111.972
6.4514,MARCH,FL,-121.473,-113.150,-58.527,-66.945
6.4514,MARCH,RR,-58.527,-67.246,-121.473,-112.891
6.4514,MARCH,RL,-110.365,-112.354,-69.635,-67.424
6.6593,MARCH,FR,-69.635,-67.897,-110.365,-112.004
6.6593,MARCH,FL,-110.365,-113.081,-69.635,-67.459
6.6593,MARCH,RR,-69.635,-67.457,-110.365,-112.888
6.6593,MARCH,RL,-110.365,-112.071,-69.635,-67.531
6.8712,MARCH,FR,-69.635,-56.508,-110.365,-123.096
6.8712,MARCH,FL,-110.365,-113.524,-69.635,-66.750
6.8712,MARCH,RR,-69.635,-67.246,-110.365,-112.995
6.8712,MARCH,RL,-110.365,-123.464,-69.635,-56.740
7.0748,MARCH,FR,-69.635,-67.933,-110.365,-112.382
7.0748,MARCH,FL,-121.473,-113.177,-58.527,-66.956
7.0748,MARCH,RR,-58.527,-67.267,-121.473,-112.823
7.0748,MARCH,RL,-110.365,-112.203,-69.635,-67.370
