time,phase,leg,theta1_setpoint_deg,theta1_actual_deg,theta2_setpoint_deg,theta2_actual_deg
2.2705,WALK,FR,-79.474,-74.259,-118.600,-116.817
2.2705,WALK,FL,-116.798,-121.234,-76.997,-78.022
2.2705,WALK,RR,-63.202,-58.731,-103.003,-101.679
2.2705,WALK,RL,-100.526,-104.147,-61.400,-63.110
2.4759,WALK,FR,-59.682,-58.449,-97.934,-111.575
2.4759,WALK,FL,-106.524,-112.287,-66.061,-65.429
2.4759,WALK,RR,-73.476,-68.438,-113.939,-114.204
2.4759,WALK,RL,-120.318,-122.324,-82.066,-68.183
2.6787,WALK,FR,-68.071,-63.881,-108.753,-107.927
2.6787,WALK,FL,-110.519,-100.741,-58.346,-56.830
2.6787,WALK,RR,-69.481,-80.040,-121.654,-122.779
2.6787,WALK,RL,-111.929,-115.829,-71.247,-72.426
2.8837,WALK,FR,-79.474,-74.326,-118.600,-116.513
2.8837,WALK,FL,-116.798,-121.214,-76.997,-78.338
2.8837,WALK,RR,-63.202,-58.712,-103.003,-101.926
2.8837,WALK,RL,-100.526,-104.746,-61.400,-62.884
3.0882,WALK,FR,-59.682,-58.504,-97.934,-111.580
3.0882,WALK,FL,-106.524,-112.266,-66.061,-65.665
3.0882,WALK,RR,-73.476,-68.449,-113.939,-114.121
3.0882,WALK,RL,-120.318,-122.291,-82.066,-68.570
3.2919,WALK,FR,-68.071,-64.065,-108.753,-107.795
3.2919,WALK,FL,-110.519,-100.700,-58.346,-56.881
3.2919,WALK,RR,-69.481,-79.957,-121.654,-122.745
3.2919,WALK,RL,-111.929,-116.293,-71.247,-73.351
3.4964,WALK,FR,-79.474,-74.344,-118.600,-116.680
3.4964,WALK,FL,-116.798,-121.332,-76.997,-78.550
3.4964,WALK,RR,-63.202,-58.690,-103.003,-101.688
3.4964,WALK,RL,-100.526,-105.056,-61.400,-63.101
3.7000,WALK,FR,-59.682,-58.328,-97.934,-111.692
3.7000,WALK,FL,-106.524,-112.299,-66.061,-65.610
3.7000,WALK,RR,-73.476,-68.414,-113.939,-114.066
3.7000,WALK,RL,-120.318,-121.968,-82.066,-67.960
3.9102,WALK,FR,-68.071,-64.110,-108.753,-107.543
3.9102,WALK,FL,-110.519,-100.680,-58.346,-56.862
3.9102,WALK,RR,-69.481,-79.910,-121.654,-122.737
3.9102,WALK,RL,-111.929,-116.290,-71.247,-73.062
4.1083,WALK,FR,-79.474,-74.344,-118.600,-116.799
4.1083,WALK,FL,-116.798,-121.168,-76.997,-78.184
4.1083,WALK,RR,-63.202,-58.718,-103.003,-102.085
4.1083,WALK,RL,-100.526,-104.836,-61.400,-62.631
4.3228,WALK,FR,-59.682,-58.304,-97.934,-111.528
4.3228,WALK,FL,-106.524,-112.255,-66.061,-65.740
4.3228,WALK,RR,-73.476,-68.438,-113.939,-114.138
4.3228,WALK,RL,-120.318,-121.596,-82.066,-68.545
4.5242,WALK,FR,-68.071,-64.118,-108.753,-107.859
4.5242,WALK,FL,-110.519,-100.691,-58.346,-56.865
4.5242,WALK,RR,-69.481,-79.981,-121.654,-122.749
4.5242,WALK,RL,-111.929,-116.246,-71.247,-73.115
4.7303,WALK,FR,-76.941,-73.844,-116.755,-116.567
4.7303,WALK,FL,-115.330,-120.532,-75.132,-78.009
4.7303,WALK,RR,-64.670,-59.250,-104.868,-102.761
4.7303,WALK,RL,-103.059,-106.059,-63.245,-62.874
4.9348,WALK,FR,-65.387,-61.564,-105.734,-115.549
4.9348,WALK,FL,-108.865,-113.076,-68.177,-65.819
4.9348,WALK,RR,-71.135,-67.820,-111.823,-113.582
4.9348,WALK,RL,-114.613,-119.671,-74.266,-64.623
5.1427,WALK,FR,-69.305,-66.345,-110.034,-110.786
5.1427,WALK,FL,-115.162,-110.329,-62.521,-64.243
5.1427,WALK,RR,-64.838,-70.267,-117.479,-115.769
5.1427,WALK,RL,-110.695,-113.794,-69.966,-71.660
5.3466,MARCH,FR,-69.635,-68.304,-110.365,-111.956
5.3466,MARCH,FL,-110.365,-113.084,-69.635,-67.374
5.3466,MARCH,RR,-69.635,-67.586,-110.365,-112.877
5.3466,MARCH,RL,-110.365,-111.989,-69.635,-67.520
5.5552,MARCH,FR,-69.635,-56.421,-110.365,-123.069
5.5552,MARCH,FL,-110.365,-113.535,-69.635,-66.780
5.5552,MARCH,RR,-69.635,-67.260,-110.365,-113.022
5.5552,MARCH,RL,-110.365,-123.138,-69.635,-56.866
5.7637,MARCH,FR,-69.635,-67.669,-110.365,-112.468
5.7637,MARCH,FL,-121.473,-113.155,-58.527,-66.915
5.7637,MARCH,RR,-58.527,-67.251,-121.473,-112.823
5.7637,MARCH,RL,-110.365,-112.360,-69.635,-67.386
5.9686,MARCH,FR,-69.635,-67.941,-110.365,-112.061
5.9686,MARCH,FL,-110.365,-113.049,-69.635,-67.445
5.9686,MARCH,RR,-69.635,-67.446,-110.365,-112.869
5.9686,MARCH,RL,-110.365,-112.296,-69.635,-67.465
6.1793,MARCH,FR,-69.635,-56.513,-110.365,-123.110
6.1793,MARCH,FL,-110.365,-113.521,-69.635,-66.731
6.1793,MARCH,RR,-69.635,-67.260,-110.365,-112.976
6.1793,MARCH,RL,-110.365,-123.255,-69.635,-56.852
6.4016,MARCH,FR,-69.635,-67.586,-110.365,-112.085
6.4016,MARCH,FL,-121.473,-113.164,-58.527,-66.954
6.4016,MARCH,RR,-58.527,-67.265,-121.473,-112.846
6.4016,MARCH,RL,-110.365,-112.216,-69.635,-67.370
6.6035,MARCH,FR,-69.635,-67.914,-110.365,-112.071
6.6035,MARCH,FL,-110.365,-113.079,-69.635,-67.404
6.6035,MARCH,RR,-69.635,-67.400,-110.365,-112.869
6.6035,MARCH,RL,-110.365,-112.291,-69.635,-67.451
6.8160,MARCH,FR,-69.635,-56.517,-110.365,-123.103
6.8160,MARCH,FL,-110.365,-113.375,-69.635,-66.748
6.8160,MARCH,RR,-69.635,-67.267,-110.365,-112.986
6.8160,MARCH,RL,-110.365,-123.404,-69.635,-56.820
7.0144,MARCH,FR,-69.635,-67.919,-110.365,-112.222
7.0144,MARCH,FL,-121.473,-113.180,-58.527,-66.989
7.0144,MARCH,RR,-58.527,-67.297,-121.473,-112.819
7.0144,MARCH,RL,-110.365,-112.179,-69.635,-67.336
